車次,站點1,站點2,站點3,站點4,站點5,站點6,站點7,站點8,站點9,站點10,站點11,站點12,站點13,站點14,站點15,站點16,站點17,站點18,站點19,站點20,站點21,站點22,站點23,站點24,站點25,站點26,站點27,站點28,站點29,站點30,站點31,站點32,站點33,站點34,站點35,站點36,站點37,站點38,站點39,站點40,站點41,站點42,站點43,站點44,站點45,站點46,站點47,站點48,站點49,站點50,站點51,站點52,站點53,站點54,站點55,站點56,站點57,站點58,站點59,站點60,站點61,站點62,站點63,站點64,站點65,站點66,站點67,站點68,站點69,站點70,站點71,站點72,站點73,站點74,站點75,站點76,站點77,站點78,站點79,站點80,站點81,站點82,站點83,站點84,站點85,站點86,站點87,站點88,站點89,站點90,站點91,站點92,站點93,站點94,站點95,站點96,站點97,站點98,站點99,站點100,站點101,站點102,站點103,站點104,站點105,站點106,站點107,站點108,站點109,站點110,站點111,站點112,站點113,站點114,站點115,站點116,站點117,站點118,站點119,站點120,站點121,站點122,站點123,站點124,站點125,站點126,站點127,站點128,站點129,站點130,站點131,站點132,站點133,站點134,站點135,站點136,站點137,站點138,站點139,站點140,站點141,站點142,站點143,站點144,站點145,站點146,站點147,站點148,站點149,站點150,站點151,站點152,站點153,站點154,站點155,站點156,站點157,站點158
5099A,大溪總站,大溪站,三層崎腳,尾寮,美華國小,十全,台廣電台,林厝,小角廟,小角仔,紅瓦厝,下莉仔寮,莉仔寮,上莉仔寮,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,內湳溝,承恩,承恩橋,溝尾,懷德橋,龍珠灣樂園,二層坪,溪坪,溪尾坪,苗圃,阿姆坪樂園,阿姆坪碼頭,阿姆坪舊碼頭,阿姆坪,舊路口,百吉國小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,大溪總站,新街尾,觀音寺,栗子園,長崎腳,缺子,瑞興,吳厝,下崁,五甲,永安橋,公館,排水橋,埔尾,中興國小,中新,中新派出所,咸豐,福德橋,中正三路406巷,橋仔頭,頂橋頭,三口坡,鶯歌高職,二橋國小,二橋,麗新社區,尖山路300號,尖山國中,尖山活動中心,一二三幼稚園,東陽宮,加油站,鐵橋腳,鶯歌火車站(文化路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,復興橋,羅浮派出所,羅浮國小,活動中心,羅浮,羅浮口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104A,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,金暖,優霞雲,霞雲里,優霞雲,金暖,溪內派出所,上合流,小烏來,上合流,溪內派出所,復興橋,羅浮派出所,羅浮國小,活動中心,羅浮,羅浮口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104B,溪口台,羅浮口,羅浮,活動中心,羅浮國小,羅浮派出所,復興橋,合流,霞雲坪,托兒所,下霞雲坪,成福路口,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,新村,三民橋,檀林寺,枕頭山,圓山橋,圓山,圓山腳,枕頭山口,三民,水流東,新峰,四號橋,保安,百吉,溪坪,曾厝,湳溝,洞口,慈湖,草嶺,草嶺腳,頭寮,大溪陵寢,福安國小,龍溪花園,變電所,三層,埔心仔,三層崎頂,三層崎腳,大溪站,大溪總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5105,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,溪內派出所,上合流,小烏來,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,金暖,優霞雲,霞雲里,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106A,霞雲里,優霞雲,金暖,復興橋,羅浮派出所,羅浮國小,活動中心,羅浮,活動中心,羅浮國小,羅浮派出所,復興橋,合流,霞雲坪,托兒所,下霞雲坪,成福路口,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,新村,三民橋,檀林寺,枕頭山,圓山橋,圓山,圓山腳,枕頭山口,三民,水流東,新峰,四號橋,保安,百吉,溪坪,曾厝,湳溝,洞口,慈湖,草嶺,草嶺腳,頭寮,大溪陵寢,福安國小,龍溪花園,變電所,三層,埔心仔,三層崎頂,三層崎腳,大溪站,大溪總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5106B,霞雲里,優霞雲,金暖,合流,霞雲坪,托兒所,下霞雲坪,成福路口,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,新村,三民橋,檀林寺,枕頭山,圓山橋,圓山,圓山腳,枕頭山口,三民,水流東,新峰,四號橋,保安,百吉國小,舊路口,阿姆坪,阿姆坪碼頭,阿姆坪樂園,苗圃,溪尾坪,溪坪,二層坪,龍珠灣樂園,懷德橋,溝尾,承恩橋,承恩,內湳溝,洞口,慈湖,草嶺,草嶺腳,頭寮,大溪陵寢,福安國小,龍溪花園,變電所,三層,埔心仔,三層崎頂,三層崎腳,大溪站,大溪總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,基國派,下基國派,大窩,王厝,西湖,吳厝,紅瓦厝,蝙蝠洞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107A,蝙蝠洞,紅瓦厝,吳厝,西湖,王厝,大窩,下基國派,基國派,三民,水流東,新峰,四號橋,保安,百吉國小,舊路口,阿姆坪,阿姆坪碼頭,阿姆坪樂園,苗圃,溪尾坪,溪坪,二層坪,龍珠灣樂園,懷德橋,溝尾,承恩橋,承恩,內湳溝,洞口,慈湖,草嶺,草嶺腳,頭寮,大溪陵寢,福安國小,龍溪花園,變電所,三層,埔心仔,三層崎頂,三層崎腳,大溪站,大溪高中,大溪總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107B,大溪總站,大溪站,三層崎腳,尾寮,美華國小,十全,台廣電台,林厝,小角廟,小角仔,紅瓦厝,下莉仔寮,莉仔寮,上莉仔寮,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,內湳溝,承恩,承恩橋,溝尾,懷德橋,龍珠灣樂園,二層坪,溪坪,溪尾坪,苗圃,阿姆坪樂園,阿姆坪碼頭,阿姆坪舊碼頭,阿姆坪,舊路口,百吉國小,保安,四號橋,新峰,水流東,三民,基國派,下基國派,大窩,王厝,西湖,吳厝,紅瓦厝,蝙蝠洞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107C,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,內湳溝,承恩,承恩橋,溝尾,懷德橋,龍珠灣樂園,二層坪,溪坪,溪尾坪,苗圃,阿姆坪樂園,阿姆坪碼頭,阿姆坪舊碼頭,阿姆坪,舊路口,百吉國小,保安,四號橋,新峰,水流東,三民,基國派,下基國派,大窩,王厝,西湖,吳厝,紅瓦厝,蝙蝠洞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,復興橋,羅浮派出所,羅浮國小,活動中心,羅浮,羅浮口,溪口台,溪口,優點頂,嘎巴鬧,上奎輝,奎輝,田尾,美腿山,竹頭角,長興,高遶坪,高遶,圓山,本生橋,桃源仙谷,上高遶,鳥嘴下,西浪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5109A,大溪總站,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳,草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興站,角板山公園,介壽國中,水源地,成福路口,下霞雲坪,托兒所,霞雲坪,合流,金暖,優霞雲,霞雲里,優霞雲,金暖,溪內派出所,上合流,小烏來,上合流,溪內派出所,復興橋,羅浮派出所,羅浮國小,活動中心,羅浮,羅浮口,溪口台,溪口,優點頂,嘎巴鬧,上奎輝,奎輝,田尾,美腿山,竹頭角,長興,高遶坪,高遶,圓山,本生橋,桃源仙谷,上高遶,鳥嘴下,西浪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,大溪總站,天主堂,三板橋,工作站,大溪高中,至善高中,頂田心,益興,內柵,內柵廟,頂埔尾,埔尾水頭,水頭,華聲,石門新村,崁頭,崁頂,葫蘆坑,新溪洲,溪洲,新村,山腳,坪林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110A,大溪總站,大溪國中,天主堂,三板橋,工作站,大溪高中,至善高中,頂田心,益興,內柵,內柵廟,頂埔尾,埔尾水頭,水頭,華聲,石門新村,崁頭,崁頂,葫蘆坑,新溪洲,溪洲,新村,山腳,坪林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,大溪總站,新街尾,觀音寺,崎腳,金仙寺,崎頂,太武,新麗公司,長興,溫德爾幼稚園,大成社區,松樹腳,新光,僑愛國小,僑愛,僑愛基督長老教會,忠誠新村,瑞祥,更寮腳(興豐路),聯福巷,興豐友聯街口,八德國中,八德區公所(農會),中正一路口,建德公園,長興二路口,連城橋(姜太公廟),新明公司,竹頭坡,吳厝,霄裡農會,霄裡,桃園北區客家會館,崁頂路,中堅,龍文街正義路口,富台,富台國小,電信器材場,仁美,龍慈路口,六泰新村,金鋒市場,普仁國小,榮民服務處,環中東路口,普仁新村,普仁(中原夜市),中山東中北路口,中山東路口,埔頂橋,中央市場,中壢農會,中壢總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L113,深耕十期社區,鎮南宮,八德區公所(農會),八德國中,興豐友聯街口,聯福巷,更寮腳(興豐路),興豐路口,松柏林,大興路685巷,世紀社區,大興社區,榮興路口,榮興南路永興宮,榮興路533巷,福祿貝爾社區,八德安養中心,榮民之家,八德生態公園,竹篙厝,興豐中油站,瑞聯社區,建安街,世裕修車廠,八德幼兒園,後庄街,後庄街26巷,富榮街,和平路772巷,大安國小,大安社區活動中心,惠爾得,八德地政事務所,大成國中,大千公園,大福街福德宮,大福街53巷,Love7大樓,桃德路安福宮,桃德路99巷,桃德路49巷,永福西街,八德區綜合大樓,陸光活動中心,大湳,大湳市場,過路坡,打鐵店,藝墅天地,大千社區,富榮,大庄,大雅新城,建國仁德一路口,崙子,崙子路口,八德教養院,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L115,深耕十期社區,鎮南宮,八德區公所(農會),八德國中,豐田路,墨爾本社區,僑興新村,介壽豐德路口,忠誠新村,興豐路口,松柏林,大興路685巷,世紀社區,大興社區,榮興路口,榮興南路永興宮,榮興路533巷,福祿貝爾社區,八德安養中心,榮民之家,八德生態公園,竹篙厝,興豐中油站,瑞聯社區,建安街,世裕修車廠,八德幼兒園,後庄街,後庄街26巷,富榮街,福德一路401巷,福德一路309號,大明公園,興隆街口,三元市場,廣行宮,仁和街口,和平路1441巷,和平路991巷,和平路825巷,和平路772巷,大安國小,大安社區活動中心,惠爾得,八德地政事務所,大成國中,大千公園,大福街福德宮,大福街53巷,Love7大樓,桃德路安福宮,桃德路99巷,桃德路49巷,永福西街,八德區綜合大樓,陸光活動中心,大湳,大湳市場,過路坡,打鐵店,藝墅天地,大千社區,富榮,大庄,大雅新城,建國仁德一路口,崙子,崙子路口,八德教養院,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L116,深耕十期社區,鎮南宮,八德區公所(三元宮),八德教養院,崙子路口,崙子,建國仁德一路口,大雅新城,大庄,富榮,大千社區,藝墅天地,打鐵店,過路坡,大湳市場,大湳,陸光活動中心,八德區綜合活動中心,永福西街,桃德路49巷,桃德路99巷,桃德路安福宮,Love7大樓,大福街53巷,大福街福德宮,大福街口,大千公園,大成國中,八德地政事務所,惠爾得,大安社區活動中心,大安國小,和平路772巷,富榮街,後庄街26巷,後庄街,八德幼兒園,世裕修車廠,建安街,瑞聯社區,興豐中油站,竹篙厝,八德生態公園,榮民之家,八德安養院,福祿貝爾社區,榮興路533巷,榮興南路永興宮,榮興路口,大興社區,世紀社區,大興路685巷,松柏林,興豐路口,更寮腳(興豐路),聯福巷,興豐友聯街口,八德國中,八德區公所(農會),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L117,深耕十期社區,鎮南宮,八德區公所(三元宮),八德教養院,崙子路口,崙子,建國仁德一路口,大雅新城,大庄,富榮,大千社區,藝墅天地,打鐵店,過路坡,大湳市場,大湳,陸光活動中心,八德區綜合活動中心,永福西街,桃德路49巷,桃德路99巷,桃德路安福宮,Love7大樓,大福街53巷,大福街福德宮,大福街口,大千公園,大成國中,八德地政事務所,惠爾得,大安社區活動中心,大安國小,和平路772巷,和平路825巷,和平路991巷,和平路1441巷,仁和街口,廣行宮,三元市場,興隆街口,大明公園,福德一路309號,富榮街,後庄街26巷,後庄街,八德幼兒園,世裕修車廠,建安街,瑞聯社區,興豐中油站,竹篙厝,八德生態公園,榮民之家,八德安養院,福祿貝爾社區,榮興路533巷,榮興南路永興宮,榮興路口,大興社區,世紀社區,大興路685巷,松柏林,興豐路口,忠誠新村,介壽豐德路口,僑興新村,墨爾本社區,豐田路,八德國中,八德區公所(農會),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,中壢總站,中壢監理站,新街,中壢聯合辦公大樓,中壢簡易庭,中園育樂街口,中園福州二街口,中福派出所,啟英高中,皇天宮,土地宮,大圳橋,萬能科技大學,賴厝,謝厝,大江購物中心,鄉界,寶城,上岡崎,岡崎,富榮,五福,呂厝,李厝,郭祿五金,崎腳,上崎腳,王厝,南坡頂,南源公司,下內定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L118,深耕十期社區,鎮南宮,八德區公所(三元宮),福興社區,廣興仁德路口,福爾摩沙社區,永華機械,廣興國小,廣興活動中心,新興路口,力霸街口,過路坡,大湳市場,大湳,陸光活動中心,八德區綜合大樓,永福西街,國際路口,廣隆街口,廣福路530巷,廣福路580巷,廣興路口,永豐南路,元聖宮,茄苳路,茄苳路725巷,愛買別莊社區,高城八街口,高城二街,高城居易社區,龍壽街口,桃園醫院門診中心,桃園療養院,新興高中,國聯街口,泰豐街口,永興橋,寶豐街口,元聖宮,廣福路879巷,廣福路1008巷,廣福路1120巷,象福宮,廣福路1357巷,下溪尾坡面,溪尾坡面,大伙房6鄰,大伙房,崁頂路,金城街,龍東中山東路口,龍安集會所,龍江路二,龍江路一,龍宮街,新生路口,霄裡路三,謝姓宗祠,霄裡路451巷,霄裡路201巷,霄裡活動中心,玉元宮,新興路1155巷口,伯公廟,竹園社區,竹園街,連城橋,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L119,深耕十期社區,鎮南宮,八德區公所(三元宮),福興社區,廣興仁德路口,福爾摩沙社區,永華機械,廣興國小,廣興活動中心,新興路口,力霸街口,過路坡,大湳市場,大湳,陸光活動中心,八德區綜合大樓,永福西街,國際路口,廣隆街口,廣福路530巷,廣福路580巷,廣興路口,永豐南路,元聖宮,茄苳路,茄苳路725巷,愛買別莊社區,高城八街口,高城二街,中華路265巷,中華路201巷,明光社區,中華路201巷,中華路265巷,高城居易社區,龍壽街口,桃園醫院門診中心,桃園療養院,新興高中,國聯街口,泰豐街口,永興橋,寶豐街口,元聖宮,廣福路879巷,廣福路1008巷,廣福路1120巷,象福宮,廣福路1357巷,下溪尾坡面,溪尾坡面,大伙房6鄰,大伙房,崁頂路,金城街,龍東中山東路口,龍安集會所,龍江路二,龍江路一,龍宮街,新生路口,霄裡路三,謝姓宗祠,霄裡路451巷,霄裡路201巷,霄裡活動中心,玉元宮,新興路1155巷口,伯公廟,竹園社區,竹園街,連城橋,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L120,深耕十期社區,鎮南宮,八德區公所(三元宮),連城橋,竹園街,竹園社區,新興路1155巷口,伯公廟,玉元宮,霄裡活動中心,霄裡路201巷,霄裡路451巷,謝姓宗祠,霄裡路三,新生路口,龍宮街,龍江路一,龍江路二,龍安集會所,龍東中山東路口,金城街,崁頂路,大伙房,大伙房6鄰,溪尾坡面,下溪尾坡面,廣福路1357巷,象福宮,廣福路1120巷,廣福路1008巷,廣福路879巷,永豐南路,元聖宮,寶豐街口,永興橋,泰豐街口,國聯街口,新興高中,桃園醫院門診中心,桃園療養院,龍壽街口,高城居易社區,高城二街,高城八街口,愛買別莊社區,茄苳路725巷,茄苳路,成功街,元聖宮,廣興路口,廣福路580巷,廣福路530巷,廣隆街口,國際路口,永福西街,八德區綜合大樓,陸光活動中心,大湳,大湳市場,過路坡,力霸街口,新興路口,廣興活動中心,廣興國小,永華機械,福爾摩沙社區,廣興仁德路口,福興社區,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L121,深耕十期社區,鎮南宮,八德區公所(三元宮),連城橋,竹園街,竹園社區,新興路1155巷口,伯公廟,玉元宮,霄裡活動中心,霄裡路201巷,霄裡路451巷,謝姓宗祠,霄裡路三,新生路口,龍宮街,龍江路一,龍江路二,龍安集會所,龍東中山東路口,金城街,崁頂路,大伙房,大伙房6鄰,溪尾坡面,下溪尾坡面,廣福路1357巷,象福宮,廣福路1120巷,廣福路1008巷,廣福路879巷,永豐南路,元聖宮,寶豐街口,永興橋,泰豐街口,國聯街口,新興高中,桃園醫院門診中心,桃園療養院,龍壽街口,高城居易社區,中華路265巷,中華路201巷,明光社區,中華路201巷,中華路265巷,高城二街,高城八街口,愛買別莊社區,茄苳路725巷,茄苳路,成功街,元聖宮,廣興路口,廣福路580巷,廣福路530巷,廣隆街口,國際路口,永福西街,八德區綜合大樓,陸光活動中心,大湳,大湳市場,過路坡,力霸街口,新興路口,廣興活動中心,廣興國小,永華機械,福爾摩沙社區,廣興仁德路口,福興社區,八德區公所(三元宮),興仁里,興仁路(成功大道),深耕十期社區,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5301,中壢客運桃園站,桃花園飯店,民族路口,南華街口,三民建國路口,三民介壽路口,桃園監理站,利台,力行街口,無線電台,小大湳,忠勇西街站(G05),廣豐新天地,陸光四村,大湳站(G04),瑞祥社區,鴻昌社區,麻園(G03),梅花社區,欣桃社區,松柏園,瑞豐國小(桃園防災教育館),瑞發家園,更寮腳(介壽路),忠誠新村,僑愛,僑愛國小,新光,松樹腳,大成社區,溫德爾幼稚園,長興,新麗公司,太武,崎頂,金仙寺,崎腳,新街尾,中華電信大溪服務中心,大溪站,三層崎腳,三層崎頂,埔心仔,三層,變電所,龍溪花園,福安國小,大溪陵寢,頭寮,草嶺腳(富田農場),草嶺,慈湖,洞口,湳溝,曾厝,溪坪,百吉,保安,四號橋,新峰,水流東,三民,枕頭山口,圓山腳,圓山,圓山橋,枕頭山,檀林寺,三民橋,新村,水源地,介壽國中,角板山公園,復興,成福路口,托兒所,霞雲坪,合流,復興橋,羅福派出所,羅浮國小,活動中心,羅浮,羅浮口,斷匯,高坡,大彎,榮華分班,雪霧鬧,內奎輝,榮華,臨時站,里安,高義,蘇樂,巴陵,中巴陵,上巴陵,停車場,峻林農場,達觀農場,永隆農場,福森山莊,拉拉山口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L302,蘆竹區公所,南美國小,長榮吉邸,南崁國小,中山長春路口,長榮花園社區,鵬程萬里,六福長興路口,唐順雅居,中悅花廣,豪景四季站,甜蜜進行曲,長榮新邸,福祿一街,薇閣,五福六路,五福宮,南崁高中,羊稠活動中心,中山長春路口,南崁國小,竹城采都,吉林長春,仁愛五福路口,蘆竹郵局,南山六福,婦幼館,南崁菜市場,蘆竹區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L302A,蘆竹區公所,南美國小,長榮吉邸,南崁國小,竹城上越,青城之戀,仁愛路三段435巷,仁愛路三段560巷,仁愛路三段435巷,中悅仁愛,長榮花園社區,鵬程萬里,六福長興路口,唐順雅居,中悅花廣,豪景四季站,甜蜜進行曲,甜蜜花園,新人類國,內新路,新人類國,南山長安,長安路二段100號,戶政地政衛生所,長安路二段100號,南山長安,甜蜜花園,長榮新邸,福祿一街,薇閣,五福六路,五福宮,南崁高中,羊稠活動中心,中山長春路口,南崁國小,竹城采都,吉林長春,仁愛五福路口,蘆竹郵局,南山六福,婦幼館,南崁菜市場,蘆竹區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
